Date-time,Restored date-time,﻿Incident Duration,Customer Affected,Direct Cause,Voltage,Total Customer Minutes Lost,Latitude,Longitude
2024-10-20T22:40:00+01:00,2024-10-20T22:41:00+01:00,1,0,06,11,365,54.77358752,-3.332049917
2024-10-20T22:36:00+01:00,2024-10-20T22:37:00+01:00,1,0,06,11,365,54.77358752,-3.332049917
2024-10-20T19:36:00+01:00,2024-10-20T22:36:00+01:00,180,10,06,11,1335,53.35146922,-1.984723129
2024-10-20T22:26:00+01:00,2024-10-20T22:27:00+01:00,1,0,06,11,379,54.61918438,-3.520082759
2024-10-20T22:25:00+01:00,2024-10-20T22:26:00+01:00,1,0,06,11,365,54.77358752,-3.332049917
2024-10-20T15:08:00+01:00,2024-10-20T22:06:00+01:00,418,26,06,11,2003,53.94160987,-2.33143126
2024-10-20T21:52:00+01:00,2024-10-20T21:53:00+01:00,1,237,06,11,237,54.77359977,-3.33196547
2024-10-20T21:46:00+01:00,2024-10-20T21:47:00+01:00,1,0,06,11,167,54.18996007,-3.20386868
2024-10-20T21:39:00+01:00,2024-10-20T21:40:00+01:00,1,146,06,11,146,54.3778009,-2.899963932
2024-10-20T19:11:00+01:00,2024-10-20T21:39:00+01:00,148,13,06,LV,1924,54.75881156,-2.716031336
2024-10-20T21:31:00+01:00,2024-10-20T21:33:00+01:00,2,237,06,11,474,54.77359977,-3.33196547
2024-10-20T21:11:00+01:00,2024-10-20T21:12:00+01:00,1,0,06,11,159,54.18996007,-3.20386868
2024-10-20T18:38:00+01:00,2024-10-20T20:45:00+01:00,127,8,06,LV,1016,54.24867089,-3.174551047
2024-10-20T20:25:00+01:00,2024-10-20T20:26:00+01:00,1,0,06,11,159,54.18996007,-3.20386868
2024-10-20T19:24:00+01:00,2024-10-20T20:24:00+01:00,60,42,06,11,2520,54.73057085,-2.681076963
2024-10-20T17:12:00+01:00,2024-10-20T20:05:00+01:00,173,29,06,11,5017,53.53369057,-2.718119288
2024-10-20T19:57:00+01:00,2024-10-20T19:58:00+01:00,1,0,06,11,159,54.18996007,-3.20386868
2024-10-20T12:13:00+01:00,2024-10-20T19:21:00+01:00,428,197,06,11,18810,54.50341289,-3.528927558
2024-10-20T17:57:00+01:00,2024-10-20T19:12:00+01:00,74,8,06,11,592,55.03684374,-2.890134676
2024-10-20T18:53:00+01:00,2024-10-20T18:55:00+01:00,2,0,06,11,492,54.37202428,-3.405238381
2024-10-20T14:58:00+01:00,2024-10-20T17:15:00+01:00,137,19,06,6.6,1079,53.51995142,-2.148170867
2024-10-20T13:36:00+01:00,2024-10-20T15:22:00+01:00,106,7,06,11,742,53.54913952,-2.290031705
2024-10-20T12:36:00+01:00,2024-10-20T13:58:00+01:00,80,218,06,11,3773,53.25408949,-2.136585545
2024-10-20T08:46:00+01:00,2024-10-20T13:56:00+01:00,151,531,06,11,54743,53.60168454,-2.937082278
2024-10-20T10:47:00+01:00,2024-10-20T12:59:00+01:00,132,163,06,11,13918,54.44669504,-2.46742542
2024-10-20T08:43:00+01:00,2024-10-20T10:12:00+01:00,89,4,06,11,356,54.19060419,-3.112016948
2024-10-20T08:53:00+01:00,2024-10-20T08:54:00+01:00,1,186,06,11,186,53.69529084,-2.837912459
2024-10-20T08:22:00+01:00,2024-10-20T08:23:00+01:00,1,532,06,11,532,53.60168454,-2.937082278
2024-10-10T08:20:00+01:00,2024-10-10T09:25:00+01:00,65,125,06,11,8125,54.63370512,-2.552304289
2024-10-02T11:43:00+01:00,2024-10-02T12:44:00+01:00,61,602,06,11,4349,53.82130501,-2.40559316
2024-09-30T07:48:00+01:00,2024-09-30T15:21:00+01:00,453,250,06,11,22148,53.258112,-2.268760173
2024-09-27T05:14:00+01:00,2024-09-28T12:51:00+01:00,14,3,06,11,82,53.35145385,-1.984701202
2024-09-11T21:30:00+01:00,2024-09-12T03:23:00+01:00,353,22,06,LV,7688,53.63545403,-2.598118604
2024-09-10T08:42:00+01:00,2024-09-10T16:45:00+01:00,483,6,06,LV,2877,53.57012169,-2.739698526
2024-09-05T14:56:00+01:00,2024-09-05T15:01:00+01:00,5,7,21,LV,35,53.62064192,-2.791885454
2024-09-01T16:26:00+01:00,2024-09-02T02:07:00+01:00,581,137,06,11,14723,54.47714566,-2.363182039
2024-08-31T21:34:00+01:00,2024-09-01T19:10:00+01:00,390,33,06,11,6425,53.88771609,-2.385559826
2024-08-31T21:15:00+01:00,2024-09-01T01:06:00+01:00,231,65,06,11,10945,54.7744526,-3.00714985
2024-08-31T20:19:00+01:00,2024-08-31T22:24:00+01:00,125,3,06,11,375,54.77445775,-3.00715744
2024-08-31T19:39:00+01:00,2024-08-31T21:46:00+01:00,127,27,06,6.6,3429,53.81545008,-2.771316592
2024-08-31T13:20:00+01:00,2024-08-31T19:18:00+01:00,356,305,06,11,35829,53.73997585,-2.638051297
2024-08-31T11:52:00+01:00,2024-08-31T18:54:00+01:00,422,81,06,11,24115,54.00876908,-2.257254923
2024-08-30T22:20:00+01:00,2024-08-31T03:33:00+01:00,313,34,06,11,10642,54.00876243,-2.257253357
2024-08-30T11:47:00+01:00,2024-08-30T15:27:00+01:00,220,900,06,6.6,9658,53.63081246,-2.159466124
2024-08-29T13:47:00+01:00,2024-08-30T13:00:00+01:00,1393,3,06,11,1020,53.65690956,-2.633421026
2024-08-30T09:37:00+01:00,2024-08-30T11:30:00+01:00,113,1,06,LV,113,54.8426695,-3.160295627
2024-08-29T19:46:00+01:00,2024-08-30T04:20:00+01:00,247,135,06,11,41432,54.23726946,-3.1353664
2024-08-30T01:19:00+01:00,2024-08-30T03:31:00+01:00,132,5,06,LV,660,53.56647201,-2.23689295
2024-08-30T01:59:00+01:00,2024-08-30T02:52:00+01:00,53,43,06,11,2279,54.19633349,-2.821026284
2024-08-29T12:17:00+01:00,2024-08-29T18:57:00+01:00,400,3,06,LV,1200,54.28319812,-3.363541091
2024-08-29T14:02:00+01:00,2024-08-29T15:57:00+01:00,115,7,06,11,805,53.94160987,-2.33143126
2024-08-29T12:30:00+01:00,2024-08-29T13:00:00+01:00,30,1,06,LV,30,53.18809453,-2.124646395
2024-08-29T08:59:00+01:00,2024-08-29T10:07:00+01:00,68,123,06,11,8364,54.34201978,-2.742642025
2024-08-28T22:33:00+01:00,2024-08-29T00:15:00+01:00,102,7,06,11,714,55.02595778,-2.606492134
2024-08-28T19:08:00+01:00,2024-08-28T22:59:00+01:00,231,107,06,11,1407,53.30816157,-2.226101775
2024-08-28T19:23:00+01:00,2024-08-28T20:25:00+01:00,62,10,06,11,620,54.77359284,-3.332013994
2024-08-28T17:53:00+01:00,2024-08-28T19:25:00+01:00,92,547,06,6.6,37970,53.80346282,-2.237804704
2024-08-28T08:29:00+01:00,2024-08-28T15:56:00+01:00,447,107,06,11,13639,53.25810521,-2.268740793
2024-08-27T11:42:00+01:00,2024-08-28T15:30:00+01:00,519,1,06,LV,519,53.54390519,-2.814726315
2024-08-23T15:15:00+01:00,2024-08-28T12:18:00+01:00,7022,50,06,11,9060,,
2024-08-27T19:56:00+01:00,2024-08-28T11:24:00+01:00,784,1205,06,11,28800,53.65690956,-2.633421026
2024-08-27T22:25:00+01:00,2024-08-28T04:24:00+01:00,359,23,06,11,8098,54.00875569,-2.257251774
2024-08-27T21:58:00+01:00,2024-08-28T02:06:00+01:00,248,1,06,LV,248,53.69344799,-2.891459828
2024-08-23T08:16:00+01:00,2024-08-27T21:42:00+01:00,1449,13,06,LV,11018,53.81522619,-2.761230179
2024-08-27T12:16:00+01:00,2024-08-27T15:36:00+01:00,190,67,06,11,3638,53.88771609,-2.385559826
2024-08-26T16:11:00+01:00,2024-08-26T17:44:00+01:00,93,21,06,11,1953,54.12402558,-3.229931384
2024-08-26T15:56:00+01:00,2024-08-26T17:24:00+01:00,88,13,06,11,1144,54.74148056,-2.84279037
2024-08-26T14:30:00+01:00,2024-08-26T15:51:00+01:00,81,37,06,6.6,2661,53.82772263,-2.600744786
2024-08-26T11:05:00+01:00,2024-08-26T12:47:00+01:00,102,1,06,LV,102,54.74159452,-3.418252511
2024-08-26T11:53:00+01:00,2024-08-26T12:44:00+01:00,51,54,06,6.6,2754,53.82772263,-2.600744786
2024-08-26T08:50:00+01:00,2024-08-26T11:17:00+01:00,147,1,06,LV,147,54.97344205,-2.826410101
2024-08-25T21:34:00+01:00,2024-08-26T02:25:00+01:00,291,234,06,11,44080,54.58391915,-2.612139033
2024-08-26T01:14:00+01:00,2024-08-26T01:19:00+01:00,5,543,06,11,1271,54.6336869,-2.552322756
2024-08-25T23:10:00+01:00,2024-08-25T23:18:00+01:00,8,1,06,6.6,8,53.87327317,-2.771771236
2024-08-25T20:27:00+01:00,2024-08-25T21:20:00+01:00,46,33,06,11,1518,54.32009671,-2.537135998
2024-08-25T13:14:00+01:00,2024-08-25T20:05:00+01:00,411,8,06,11,1034,53.59304603,-2.565143337
2024-08-25T16:58:00+01:00,2024-08-25T17:01:00+01:00,3,1,06,6.6,3,53.83355185,-2.222468065
2024-08-25T10:49:00+01:00,2024-08-25T15:55:00+01:00,306,21,06,11,3621,53.26611058,-2.119854293
2024-08-23T12:22:00+01:00,2024-08-25T15:22:00+01:00,331,1,06,6.6,331,53.76906422,-2.876692707
2024-08-25T10:06:00+01:00,2024-08-25T13:20:00+01:00,194,1,06,LV,194,53.75220637,-2.180146671
2024-08-25T12:03:00+01:00,2024-08-25T12:57:00+01:00,54,9,06,11,486,53.61866749,-2.426383136
2024-08-25T11:32:00+01:00,2024-08-25T12:39:00+01:00,66,16,06,11,1056,54.83868872,-3.156397407
2024-08-25T01:11:00+01:00,2024-08-25T06:32:00+01:00,204,50,06,11,1312,53.61420844,-2.704249725
2024-08-25T00:54:00+01:00,2024-08-25T04:35:00+01:00,87,1490,06,11,4120,53.6142197,-2.704332553
2024-08-24T23:09:00+01:00,2024-08-25T01:17:00+01:00,1,1468,06,11,3670,53.61420844,-2.704249725
2024-08-24T21:09:00+01:00,2024-08-24T22:36:00+01:00,87,148,06,11,4970,54.15842068,-3.172247456
2024-08-24T20:50:00+01:00,2024-08-24T22:15:00+01:00,85,1,06,LV,85,53.77793871,-2.850990463
2024-08-24T20:18:00+01:00,2024-08-24T22:02:00+01:00,104,23,06,11,2125,54.74148056,-2.84279037
2024-08-24T21:14:00+01:00,2024-08-24T21:28:00+01:00,14,857,06,11,11998,54.15844853,-3.172179223
2024-08-24T09:39:00+01:00,2024-08-24T21:16:00+01:00,59,28,06,11,1652,54.00876908,-2.257254923
2024-08-24T08:57:00+01:00,2024-08-24T18:59:00+01:00,602,20,06,6.6,2690,53.79334527,-3.013935584
2024-08-24T00:07:00+01:00,2024-08-24T18:00:00+01:00,1073,7,06,LV,7511,53.74939705,-2.630592297
2024-08-24T02:25:00+01:00,2024-08-24T15:56:00+01:00,811,63,06,11,21418,54.36939834,-3.081124349
2024-08-24T13:44:00+01:00,2024-08-24T15:53:00+01:00,128,72,06,11,9610,53.25410228,-2.136674064
2024-08-23T07:21:00+01:00,2024-08-24T15:26:00+01:00,930,94,06,11,11805,53.69528655,-2.837933517
2024-08-23T10:14:00+01:00,2024-08-24T13:32:00+01:00,1638,49,06,6.6,20374,53.76906897,-2.876683096
2024-08-23T13:08:00+01:00,2024-08-24T11:56:00+01:00,1368,3,06,LV,3990,53.60493353,-2.860639075
2024-08-23T17:02:00+01:00,2024-08-24T09:00:00+01:00,958,409,06,6.6,12038,53.83355185,-2.222468065
2024-08-24T01:26:00+01:00,2024-08-24T07:20:00+01:00,354,5,06,LV,1770,54.01964877,-2.256444288
2024-08-23T21:48:00+01:00,2024-08-24T06:28:00+01:00,400,90,06,11,23463,54.77445775,-3.00715744
2024-08-23T20:40:00+01:00,2024-08-24T03:50:00+01:00,430,14,06,LV,5969,53.73711375,-2.574389021
2024-08-23T07:21:00+01:00,2024-08-24T03:40:00+01:00,1219,127,06,11,45116,53.59304603,-2.565143337
2024-08-23T07:07:00+01:00,2024-08-24T02:24:00+01:00,1157,860,06,11,96180,53.56071128,-2.798624282
2024-08-23T07:12:00+01:00,2024-08-24T02:14:00+01:00,1142,174,06,11,23393,53.69529084,-2.837912459
2024-08-23T07:30:00+01:00,2024-08-24T01:39:00+01:00,315,129,06,6.6,28079,53.82772263,-2.600744786
2024-08-23T20:24:00+01:00,2024-08-24T01:39:00+01:00,315,129,06,6.6,28079,53.82772263,-2.600744786
2024-08-23T22:45:00+01:00,2024-08-24T01:18:00+01:00,153,33,06,11,5874,54.62930496,-2.975795504
2024-08-23T07:30:00+01:00,2024-08-23T23:40:00+01:00,970,894,06,6.6,53908,53.82772263,-2.600744786
2024-08-23T07:17:00+01:00,2024-08-23T23:36:00+01:00,979,163,06,11,42577,53.73997536,-2.63815352
2024-08-23T07:37:00+01:00,2024-08-23T23:09:00+01:00,913,56,06,11,38711,53.55204689,-2.339826325
2024-08-23T10:04:00+01:00,2024-08-23T22:13:00+01:00,382,14,06,11,3644,54.00875569,-2.257251774
2024-08-23T10:50:00+01:00,2024-08-23T21:57:00+01:00,500,15,06,LV,5921,53.62212287,-2.393390724
2024-08-23T12:55:00+01:00,2024-08-23T21:10:00+01:00,495,12,06,LV,5608,53.28511282,-2.247751858
2024-08-23T20:00:00+01:00,2024-08-23T21:00:00+01:00,60,1,06,LV,60,54.24691695,-2.935932132
2024-08-23T10:08:00+01:00,2024-08-23T20:13:00+01:00,605,35,06,11,21175,53.73997585,-2.638051297
2024-08-23T07:21:00+01:00,2024-08-23T19:43:00+01:00,718,219,06,11,145183,53.73997585,-2.638051297
2024-08-23T18:22:00+01:00,2024-08-23T19:35:00+01:00,73,584,06,6.6,25574,53.63081246,-2.159466124
2024-08-23T07:06:00+01:00,2024-08-23T19:06:00+01:00,632,3,06,11,684,54.19060778,-3.111993611
2024-08-23T13:38:00+01:00,2024-08-23T19:04:00+01:00,326,1,06,LV,326,53.88214385,-2.571433624
2024-08-23T16:58:00+01:00,2024-08-23T18:44:00+01:00,106,357,06,11,13843,54.58391976,-2.61212589
2024-08-23T15:56:00+01:00,2024-08-23T18:31:00+01:00,155,8,06,11,1240,53.26611058,-2.119854293
2024-08-23T14:58:00+01:00,2024-08-23T18:30:00+01:00,32,4,06,6.6,128,53.77019976,-2.386327289
2024-08-23T08:00:00+01:00,2024-08-23T17:56:00+01:00,596,100,06,11,41417,54.44669983,-2.467446971
2024-08-23T10:28:00+01:00,2024-08-23T17:55:00+01:00,447,2,06,LV,894,54.24426233,-3.315072716
2024-08-23T07:31:00+01:00,2024-08-23T17:52:00+01:00,330,380,06,11,6960,53.25408949,-2.136585545
2024-08-23T11:29:00+01:00,2024-08-23T17:45:00+01:00,376,25,06,LV,9199,53.78185477,-2.5158668
2024-08-23T12:50:00+01:00,2024-08-23T17:28:00+01:00,278,1,06,LV,278,53.63988884,-2.887785298
2024-08-23T07:33:00+01:00,2024-08-23T17:16:00+01:00,529,926,06,6.6,105150,53.82772263,-2.600744786
2024-08-23T07:50:00+01:00,2024-08-23T17:12:00+01:00,562,117,06,11,24432,53.27615853,-1.885360666
2024-08-23T07:13:00+01:00,2024-08-23T17:07:00+01:00,594,567,06,6.6,252166,53.81545656,-2.771313491
2024-08-23T07:26:00+01:00,2024-08-23T16:44:00+01:00,558,199,06,6.6,19180,53.55506361,-2.641003882
2024-08-23T11:38:00+01:00,2024-08-23T16:40:00+01:00,302,36,06,11,10872,54.24577876,-3.010590425
2024-08-23T05:45:00+01:00,2024-08-23T16:26:00+01:00,603,854,06,11,36713,53.53763891,-2.011515716
2024-08-23T12:49:00+01:00,2024-08-23T16:24:00+01:00,214,85,06,11,18190,53.65095501,-2.815371632
2024-08-23T15:31:00+01:00,2024-08-23T16:17:00+01:00,46,4,06,11,184,54.37199404,-3.405282357
2024-08-23T07:32:00+01:00,2024-08-23T16:11:00+01:00,519,116,06,11,16145,53.88771609,-2.385559826
2024-08-23T15:26:00+01:00,2024-08-23T16:08:00+01:00,42,215,06,6.6,4190,53.30819573,-2.22605836
2024-08-23T07:29:00+01:00,2024-08-23T16:00:00+01:00,511,107,06,6.6,35089,53.78323968,-2.399915052
2024-08-23T07:46:00+01:00,2024-08-23T15:42:00+01:00,256,284,06,6.6,12237,53.8427352,-2.214051864
2024-08-23T07:28:00+01:00,2024-08-23T15:36:00+01:00,191,122,06,11,31559,53.1779206,-2.197604875
2024-08-23T07:34:00+01:00,2024-08-23T15:24:00+01:00,350,1013,06,11,198678,53.94160987,-2.33143126
2024-08-23T09:53:00+01:00,2024-08-23T15:18:00+01:00,325,340,06,11,41236,54.74148056,-2.84279037
2024-08-23T13:38:00+01:00,2024-08-23T15:15:00+01:00,97,3,06,LV,291,54.14648496,-2.468176058
2024-08-23T11:04:00+01:00,2024-08-23T15:08:00+01:00,243,982,06,11,27188,53.64336987,-2.324284218
2024-08-23T11:26:00+01:00,2024-08-23T14:43:00+01:00,197,540,06,11,14990,53.59437923,-2.393292077
2024-08-23T11:30:00+01:00,2024-08-23T14:43:00+01:00,193,3,06,LV,579,53.60720759,-2.365982153
2024-08-23T14:41:00+01:00,2024-08-23T14:42:00+01:00,1,0,06,11,223,54.12592839,-2.508575975
2024-08-23T09:01:00+01:00,2024-08-23T14:40:00+01:00,339,6,06,LV,2034,54.25942996,-3.20655846
2024-08-23T07:23:00+01:00,2024-08-23T14:38:00+01:00,349,462,06,11,74299,53.25410228,-2.136674064
2024-08-23T09:52:00+01:00,2024-08-23T14:38:00+01:00,285,231,06,6.6,44172,53.82776925,-2.600731933
2024-08-23T07:52:00+01:00,2024-08-23T13:53:00+01:00,361,169,06,11,40093,54.06918536,-2.282641343
2024-08-23T10:49:00+01:00,2024-08-23T13:48:00+01:00,179,1257,06,11,11705,53.59440652,-2.39338871
2024-08-23T07:56:00+01:00,2024-08-23T13:36:00+01:00,340,117,06,11,18939,54.00874913,-2.25725007
2024-08-23T09:30:00+01:00,2024-08-23T13:31:00+01:00,240,285,06,11,67617,53.82770801,-2.600748998
2024-08-23T08:13:00+01:00,2024-08-23T13:30:00+01:00,317,11,06,LV,3343,54.55097263,-2.613691725
2024-08-23T08:11:00+01:00,2024-08-23T13:28:00+01:00,316,22,06,11,5391,53.29747411,-2.106396268
2024-08-23T07:57:00+01:00,2024-08-23T13:28:00+01:00,331,100,06,11,31200,54.44669983,-2.467446971
2024-08-23T08:51:00+01:00,2024-08-23T13:22:00+01:00,271,422,06,11,3692,54.12592997,-2.508563906
2024-08-23T07:43:00+01:00,2024-08-23T13:06:00+01:00,323,74,06,11,10570,54.13907954,-2.611800048
2024-08-23T07:07:00+01:00,2024-08-23T12:33:00+01:00,326,94,06,11,30644,,
2024-08-23T08:06:00+01:00,2024-08-23T12:30:00+01:00,264,8,06,LV,2091,54.21502933,-2.955868337
2024-08-23T07:29:00+01:00,2024-08-23T11:32:00+01:00,242,569,06,11,66346,53.82130501,-2.40559316
2024-08-23T07:44:00+01:00,2024-08-23T11:17:00+01:00,213,783,06,11,11171,54.17668143,-2.743971867
2024-08-23T07:17:00+01:00,2024-08-23T11:15:00+01:00,238,680,06,11,72651,53.52492255,-2.553891192
2024-08-23T08:46:00+01:00,2024-08-23T11:01:00+01:00,135,152,06,6.6,20520,53.75209692,-2.484982984
2024-08-23T08:16:00+01:00,2024-08-23T10:42:00+01:00,146,515,06,6.6,6750,53.81545008,-2.771316592
2024-08-23T08:48:00+01:00,2024-08-23T10:15:00+01:00,87,293,06,11,25491,53.61866749,-2.426383136
2024-08-23T09:15:00+01:00,2024-08-23T09:33:00+01:00,18,12,06,LV,216,53.62138582,-2.454744275
2024-08-23T09:07:00+01:00,2024-08-23T09:31:00+01:00,24,1011,06,6.6,24264,53.45978057,-1.974286307
2024-08-23T07:46:00+01:00,2024-08-23T07:49:00+01:00,3,239,06,6.6,717,53.8427352,-2.214051864
2024-08-22T10:11:00+01:00,2024-08-22T16:30:00+01:00,379,7,06,LV,799,54.57727317,-2.85561294
2024-08-22T08:23:00+01:00,2024-08-22T14:23:00+01:00,360,205,06,11,22269,53.65098061,-2.815372367
2024-08-13T13:28:00+01:00,2024-08-13T14:11:00+01:00,43,2,21,11,86,54.83868872,-3.156397407
2024-08-10T16:59:00+01:00,2024-08-10T17:57:00+01:00,58,10,21,11,580,54.32010494,-2.537087125
2024-08-09T09:01:00+01:00,2024-08-09T11:45:00+01:00,164,10,21,11,1640,54.77445775,-3.00715744
2024-07-18T14:49:00+01:00,2024-07-18T15:27:00+01:00,38,5,06,LV,178,54.42057143,-2.412501551
2024-07-16T17:00:00+01:00,2024-07-16T22:16:00+01:00,81,26,06,11,1936,53.91122433,-2.961421954
2024-07-10T09:02:00+01:00,2024-07-10T11:33:00+01:00,142,2020,21,11,17953,53.72888251,-2.699548055
2024-07-04T02:04:00+01:00,2024-07-04T06:38:00+01:00,274,96,06,11,16428,54.83868872,-3.156397407
2024-06-20T20:00:00+01:00,2024-06-20T20:20:00+01:00,20,6,06,LV,120,54.29105246,-2.900353296
2024-05-29T14:46:00+01:00,2024-05-29T16:24:00+01:00,98,1,06,LV,98,53.86131514,-2.823019746
2024-05-27T09:38:00+01:00,2024-05-27T15:25:00+01:00,347,310,06,11,88886,53.66457936,-2.615627342
2024-05-24T12:45:00+01:00,2024-05-24T14:06:00+01:00,79,361,06,11,19237,53.82133641,-2.405595028
2024-05-12T20:05:00+01:00,2024-05-13T03:29:00+01:00,426,160,06,11,13077,54.77358576,-3.332061923
2024-04-15T10:38:00+01:00,2024-04-15T11:29:00+01:00,51,383,06,11,13769,54.60371575,-3.131169423
2024-04-10T14:34:00+01:00,2024-04-10T16:10:00+01:00,96,53,06,6.6,5088,53.69216414,-2.463510715
2024-04-07T11:47:00+01:00,2024-04-10T13:00:00+01:00,4393,296,06,6.6,26915,53.85161155,-2.190258586
2024-04-07T17:53:00+01:00,2024-04-07T21:38:00+01:00,225,1,21,11,225,54.3778601,-2.899889927
2024-04-06T18:43:00+01:00,2024-04-06T23:35:00+01:00,292,203,06,11,19642,54.66574077,-2.777423426
2024-04-06T14:37:00+01:00,2024-04-06T19:55:00+01:00,318,640,06,11,26432,53.65095501,-2.815371632
2024-04-06T11:06:00+01:00,2024-04-06T19:33:00+01:00,355,5,06,11,1331,54.86804433,-3.383281624
2024-04-06T16:04:00+01:00,2024-04-06T17:44:00+01:00,100,466,06,11,7792,54.65248106,-3.307579396
2024-04-04T10:37:00+01:00,2024-04-04T11:55:00+01:00,78,7,06,11,546,55.03683214,-2.890122684
2024-04-02T12:36:00+01:00,2024-04-02T17:01:00+01:00,265,6,06,11,1170,53.90060792,-2.787984744
